,商品名称,数量
1066,19枝粉玫瑰搭配尤加粉色相思豆利花束送女友七夕节	,1
1067,『小美好』混搭绣球韩式花束爱情美好生活团圆送女友花束	,1
1068,『花攒锦簇』30枝康乃馨搭配3枝香槟玫瑰手提花篮	,1
1069,『爱的祝福』11枝粉康乃馨搭配情人草花束七夕礼物鲜花	,1
1070,11支白玫【真爱】	,1
1071,『天使心跳』33枝红玫瑰送女友推荐鲜花店	,1
1072,『情天万里』粉色满天星韩式风婚车装饰鲜花结婚订婚喜事专用	,1
1073,『Goddess D8款』19枝红玫瑰天心礼盒七夕情人节鲜花	,1
1057,『爱在心间』11枝黄玫瑰搭配尤加利花束七夕礼物送女友鲜花	,1
1055,日常家居鲜花3枝向日葵（一公里内配送，不带瓶装。）	,1
1037,『与尔携老』19枝红玫花束七夕节送女友鲜花064	,1
1054,日常家居鲜花小束白色满天星（一公里内配送，不带瓶装。）	,1
1038,『宾客如云』单层开业花篮(一对）	,1
1039,『日常家居鲜花』向日葵小花束（自取款）	,1
1040,『花攒锦聚』9枝黄玫瑰搭配白色满天星花束送女友送老婆鲜花	,1
1041,『花攒锦聚』9枝粉玫瑰搭配粉白满天星花束送女友送老婆鲜花	,1
1042,『生生世世』向日葵搭配玫瑰混搭花束送老师送同学送朋友	,1
1043,『咫尺天涯若比邻』红玫瑰搭配尤加利鲜花送朋友送老婆	,1
1044,『万里挑一』粉玫瑰搭配百合绣球手提鲜花花篮七夕礼物送情人	,1
1045,『Blue A3款』19枝蓝色玫瑰干花+2只小熊七夕节礼物	,1
1046,『店家推荐』随机混搭小型花束仅限自取	,1
1047,【店家推荐】向日葵小花束活动促销爆款仅限取款	,1
1048,『爱的誓言』粉色满天星韩式花束礼物鲜花店长推荐！仅限自取！	,1
1049,粉色满天星花礼手提袋送老师	,1
1051,爱的温暖19枝粉康乃馨搭配尤加利韩式花束母亲节送父母鲜花	,1
1052,『如梦佳人』99枝白玫瑰花束七夕送女友情人节礼物鲜花	,1
1053,爱丽舍高端蓝色满天星搭配9枝白玫瑰大花束 送女友生日礼物	,1
1159,感恩教师节满天星	,1
1160,永生难忘	,1
1161,老师你幸苦了	,1
1260,『伊人夕岸』玫瑰混搭花束送女友送闺蜜生日礼物	,1
1262,迷你小花束(仅自取)	,1
1263,日进斗金三脚架开业花篮婚庆布置结婚礼仪演唱会庆典(一对)	,1
1264,『春光明媚』9枝蓝色妖姬爱心礼盒赠10巧克力圣诞节鲜花店	,1
1265,『花颜月貌』365朵红玫瑰花大鲜花束圣诞节生日礼物鲜花店	,1
1266,『特价促销』向日葵混搭小花束 自取款	,1
1267,默默的爱【33枝粉玫瑰七夕情人节鲜花礼盒】	,1
1268,天荒地老【33枝粉玫瑰搭配粉色满天星七夕情人节表白花束】	,1
1269,『朝朝暮暮』99枝红玫瑰情人节花束推荐鲜花店	,1
1270,无微不至 33朵红康乃馨花束 母亲节送妈妈送亲人送母亲礼物	,1
1271,『爱如潮水』11枝红玫瑰搭配满天星韩式花束送女友告白款	,1
1272,99支红玫瑰（甜蜜之语）	,1
1273,『我爱你』11枝红玫瑰搭配情人草礼盒	,1
1274,『日常家居鲜花』1枝红色康乃馨（一公里内配送，不带瓶装。）	,1
1275,小串灯鲜花装饰用 生日 礼物 告白 资材	,1
1276,双层开业花篮一个	,1
1261,向日葵搭配满天星	,1
1259,『良师益友』3枝向日葵搭配尤加利韩式花束送老师送同学鲜花	,1
1278,『情深似海』粉色满天星鲜花花束 送女友送闺蜜推荐鲜花	,1
1258,『美丽动人』单枝玫瑰送女友送老婆	,1
1243,『日常家居鲜花』3枝绿色雏菊（一公里内配送）	,1
1244,『繁花似锦』99枝红玫瑰花鲜花束送女友情人节礼物生日鲜花店	,1
1245,3枝向日葵搭配桔梗精致花束教师节送老师礼物鲜花	,1
1246,『爱的宣言』19枝红玫瑰搭配尤加利韩式花束七夕礼物送女友鲜花	,1
1247,11枝红玫瑰搭配尤加利韩式混搭花束	,1
1248,『琴心相挑』33枝红玫瑰搭配尤加利情人节七夕礼物鲜花花束	,1
1249,『吾之爱恋』52枝红玫瑰混搭花束送女友情人节鲜花	,1
1250,『目不转睛』 9枝粉玫瑰花束 送女友礼物 花店推荐鲜花	,1
1251,此生有你--52朵红玫瑰满天星黑纱款	,1
1252,小仙女—19朵粉玫瑰尤加利叶	,1
1253,33朵戴安娜加尤加利礼盒	,1
1254,母爱如天 33枝粉红康乃馨混搭 母亲节送妈妈生日鲜花长辈甄选	,1
1255,就想宠着你---六一快乐（零食花束）	,1
1256,『兰质蕙心』三脚架开业花篮婚礼布置结婚礼仪演唱会庆典（一对）	,1
1257,【单拍不送】彩灯一条！需要和花束一起下单！	,1
1277,『特价优惠』一枝向日葵搭配雏菊韩式花束（一公里内配送）	,1
1279,『花红柳绿』33枝粉玫瑰搭配满天星韩式礼盒情人节送女友鲜花	,1
1162,彩掌	,1
1305,永生花钥匙挂	,1
1307,『开业庆典』单层开业花篮	,1
1308,恭喜发财大气发财树绿植盆栽（两颗）	,1
1309,『迎接幸福』13枝郁金香花束	,1
1310,『情思缠绵』33枝粉色玫瑰鲜花送女友礼盒 送女友鲜花	,1
1311,『皓月当空』11枝红玫瑰搭配满天星礼盒爆款送女友	,1
1312,『Classic E1款』52枝粉玫瑰送女友鲜花花束鲜花店	,1
1313,『情比金坚』16枝红玫瑰精致韩式花束七夕情人节礼物鲜花店	,1
1314,『情人知己』9枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店	,1
1315,『情意绵绵』12枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店	,1
1316,『芯芯相印』1盒心形蜡烛520礼物送女友	,1
1317,『给你的爱』52朵红玫瑰花束 送女友送闺蜜送情人推荐鲜花店	,1
1318,『活动特惠』11只红玫瑰圣诞节花束 花店推荐鲜花 425	,1
1319,『网红爆款』33枝粉玫瑰韩式花束情人节抖音推荐送女友鲜花店	,1
1320,5支小菊4（一公里内免费配送）	,1
1321,5支小菊3（一公里内免费配送）	,1
1306,单支粉玫瑰精致花束	,1
1304,永生花车挂CC款	,1
1280,『夜色阑珊』33枝红玫瑰搭配黄英礼盒七夕节送女友鲜花店	,1
1302,『网红女神款』33枝粉玫瑰白纱花束送女友送闺蜜鲜花	,1
1281,一支鲜花自提	,1
1282,满眼星辰不及你	,1
1283,女王陛下-99枝红玫瑰鲜花520送女友情人节鲜花	,1
1284,『欣欣向荣』3枝向日葵搭配绿叶韩式花束	,1
1285,『初夏』 2枝向日葵+两朵香槟玫瑰搭配桔梗花束	,1
1286,爱你的每一天 希望你天天开心	,1
1287,3枝粉玫瑰小花束 （仅限）	,1
1288,『魂牵梦萦』19枝红玫瑰搭配尤加利抱抱通七夕情人节礼物鲜花店	,1
1289,『爱情爱情』12枝红玫瑰搭配两朵百合鲜花七夕情人节礼盒	,1
1290,『店铺推荐』单束满天星韩式小花束自取款鲜花（颜色可选）	,1
1295,『日常家居鲜花』小束白色洋桔梗（不带瓶装）	,1
1296,『蓝色天空』蓝色月亮满天星花束送爱人老婆	,1
1298,『日常家居鲜花』小束白色满天星（不带瓶装）	,1
1299,『日常家居鲜花』小束紫色雏菊（不带瓶装）	,1
1300,『日常家居鲜花』3枝白百合（不带瓶装）	,1
1242,『日常家居鲜花』3枝白色雏菊（一公里内配送）	,1
1241,『炽天使』礼盒爆款21只红玫瑰七夕送女友情人节礼物鲜花	,1
1240,『风情月意』33枝红玫瑰花束情人节生日礼物鲜花	,1
1180,蝴蝶兰礼盒	,1
1182,【520我爱你】33朵粉玫瑰抱抱桶	,1
1183,【情人节七夕鲜花-天空之境】混搭紫色玫瑰心型高端礼盒送爱人	,1
1184,10向日葵花束	,1
1185,【相爱时光】52枝红玫瑰花束	,1
1186,『程门立雪』精致包装搭配蓝粉满天星花束教师节送老师鲜花	,1
1187,19朵红玫瑰	,1
1188,19朵香槟玫瑰礼盒	,1
1189,『柔情密意』11枝粉玫瑰搭配尤加利叶礼盒七夕情人节礼物鲜花	,1
1190,芊芊细语【52枝粉玫瑰搭配仙女纱七夕表白鲜花花束	,1
1191,『爱的温暖』19枝粉康乃馨搭配尤加利韩式花束母亲节送父母鲜花	,1
1192,为爱停留【33枝蓝色妖姬搭配情人草七夕情人节鲜花花束】	,1
1193,『鸟语花香』11枝香槟玫瑰花搭配满天星圣诞节赠送巧克力礼盒	,1
1194,怦然心动礼盒	,1
1195,情真意切九朵红玫	,1
1196,粉色的温柔，少女情怀	,1
1181,『网红爆款』33枝粉玫瑰韩式花束七夕礼物送女友鲜花店233	,1
1179,『群芳争艳』33朵红玫瑰花束七夕情人节礼物鲜花店	,1
1239,『情投意合』33枝红玫瑰搭配尤加利花束情人节生日礼物鲜花店	,1
1178,『情意绵绵』19朵红玫瑰花束七夕情人节礼物鲜花店	,1
1163,心愿	,1
1164,【魂牵梦萦】·33朵红玫瑰彩灯黑纱花束	,1
1165,【致恩师】教师节单支向日葵手提礼袋	,1
1166,【粉色浪漫】11枝红玫瑰搭配尤加利鲜花花束	,1
1167,19朵红玫瑰花束	,1
1168,『Blue A5款』19枝蓝色玫瑰鲜花儿+配草 礼盒	,1
1169,11朵红玫瑰06	,1
1170,绿色洋桔梗	,1
1171,洋甘菊	,1
1172,『为人师表』19枝粉康乃馨搭配百合混搭花束教师节送老师鲜花	,1
1173,[一日为师]一支向日葵简洁包装手提袋	,1
1174,『情人知己』11朵红玫瑰花束七夕情人节礼物鲜花店	,1
1175,『鸳鸯比翼』11朵红玫瑰花束七夕情人节礼物鲜花店	,1
1176,『情比金坚』19朵红玫瑰花束七夕情人节礼物鲜花店	,1
1177,『亭亭玉立』11朵红玫瑰花束七夕情人节礼物鲜花店	,1
1197,金枝玉叶用心呵护！！	,1
1198,『风姿卓越』简约款 生日花束 鲜花花束 11支白玫瑰搭配叶子	,1
1199,『吉祥开业』三脚架开业花篮婚礼布置结婚礼仪演唱会庆典	,1
1200,99朵戴安娜纯洁纱豪华款赠送皇冠	,1
1220,（健健康康）粉色康乃馨加白色香水百合精美花束	,1
1222,99朵红玫瑰幸福草白色满天星点缀黑纱包装花束	,1
1223,(??ω?)?嘿33朵红玫瑰小黑裙赠送皇冠许愿灯	,1
1224,（天长地久）99朵粉色雪山进口满天星抱抱花束	,1
1225,『黄金满室向日葵+百合+玫瑰+桔梗+尤加利开业花蓝	,1
1226,高品质粉红雪山赠送皇冠	,1
1228,『国色天香』19枝红玫瑰配尤加利花束七夕礼物情人节鲜花	,1
1229,『喜结良缘』11枝红玫瑰搭配桔梗韩式花束七夕情人节礼物鲜花	,1
1230,『我心向阳』 4枝向日葵搭配尤加利韩式花束	,1
1231,『情意绵绵』999枝红玫瑰花束 送闺蜜 送情人 推荐鲜花	,1
1232,『闭月羞花』19枝粉玫瑰花圣诞礼盒搭配满天星生日礼物鲜花店	,1
1233,『一日为师』单枝向日葵搭配康乃馨花束教师节送老师（自取款）	,1
1235,『店长推荐』11枝红玫瑰花搭配尤加利礼盒送女友送闺蜜鲜花店	,1
1236,『网红』11枝红玫瑰搭配尤加利礼盒	,1
1238,『一心一意』11枝红玫瑰花束情人节送女友送闺蜜鲜花店	,1
1219,（珍爱）19朵香槟玫瑰幸福草礼盒	,1
1218,【精品】11朵红玫瑰礼盒送许愿灯卡通小熊一对	,1
1217,[满天星斗]蓝色进口满天星精美手提袋赠送许愿灯	,1
1207,三生三世33朵玫瑰白色满天星赠送皇冠许愿灯	,1
1201,『依依不舍』19朵红玫礼盒许愿灯	,1
1202,龙竹	,1
1203,『红红火火红色扶郎+配叶韩式开业花篮一只	,1
1204,小盆发财树	,1
1205,[一心一意爱你]11朵红玫瑰白色满天星老婆女友热销	,1
1206,【时尚】33朵红玫瑰小黑裙赠送许愿灯	,1
1208,玻璃花瓶四选一备注	,1
1215,精品11朵红玫瑰幸福草礼盒许愿灯	,1
1209,[今生今世的爱]19朵玫瑰白色满天星小黑裙许愿灯赠送皇冠	,1
1210,开业庆典乔迁礼炮	,1
1211,非洲针殿	,1
1212,19朵红玫瑰情人草黑色包装精品花束	,1
1213,『秋风送喜网红大麦开业花篮一只	,1
1214,6支向日葵洋桔梗尤加利香槟玫瑰混搭款	,1
1221,【时尚】11朵红玫瑰礼盒送许愿灯卡通小熊一对	,1
