,日期,订单编号,下单时间,接单时长,店铺名称,店铺ID,店铺所在城市,订单支付类型,订单状态,订单配送状态,是否预订单,订单总金额,订单折扣后金额,平台承担活动金额,商家承担活动金额,商品分类,商品名称,UPC码,商品SKU码,商品销售数量,商品原价销售额,商品实付销售额,商品总补贴金额,商品商家补贴金额,商品平台补贴金额,是否部分退款商品,部分退款商品数量,部分退款商品金额,订单小额付款,配送费,是否活动订单,优惠活动,是否催单,回复状态,商家回复内容,配送时长,打包袋费,订单完成时间,订单取消原因（仅取消订单）,接单时间
284,	20200824-20200826,20060700428454022,2020-08-25 15:25:01	,0秒,花生活鲜花（伊馨花坊）	,2006070,上海	,在线支付,订单取消,用户提交订单,否,399.0,396.0,0.0,42.0,开业花篮づ———	,『步步高升绣球+玫瑰+满天星+桔梗开业花篮一对,,IUY951	,1,399.0,396.0,3.0,3.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/门店新客立减3.0元	,否,未回复,,0.00分,0.0,,其他	,0
286,	20200824-20200826,20060700312975728,2020-08-25 15:46:04	,0秒,花生活鲜花（伊馨花坊）	,2006070,上海	,在线支付,订单取消,用户提交订单,否,399.0,396.0,0.0,42.0,开业花篮づ———	,『步步高升绣球+玫瑰+满天星+桔梗开业花篮一对,,IUY951	,1,399.0,396.0,3.0,3.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/门店新客立减3.0元	,否,未回复,,0.00分,0.0,,其他	,0
287,	20200824-20200826,20060703900237471,2020-08-25 15:52:43	,0秒,花生活鲜花（伊馨花坊）	,2006070,上海	,在线支付,订单取消,用户提交订单,否,269.0,156.0,0.0,152.0,约惠七夕11枝	,『心心相印』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店,,qx20200825001	,1,269.0,156.0,113.0,113.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『情人知己』11枝红玫瑰搭配满天星礼盒七夕情人节礼物鲜花店原价269.0元现价159.0元/门店新客立减3.0元	,否,未回复,,0.00分,0.0,,其他	,0
288,	20200824-20200826,20060701363120396,2020-08-25 16:01:43	,0秒,花生活鲜花（伊馨花坊）	,2006070,上海	,在线支付,订单取消,用户提交订单,否,168.0,160.0,0.0,47.0,活动专区づ———	,『一吻便救一个人』11枝红玫瑰尤加利花束520情人节礼物鲜花,,QRJYR02	,1,168.0,160.0,8.0,8.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/门店新客立减3.0元/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,0
290,	20200824-20200826,20060702501118848,2020-08-25 16:18:15	,0秒,花生活鲜花（伊馨花坊）	,2006070,上海	,在线支付,订单取消,用户提交订单,否,258.0,185.0,0.0,112.0,折扣专区づ———	,『香橙』19枝香槟玫瑰礼盒鲜花送女友朋友生日礼物送闺蜜送亲人,,XC01	,1,258.0,185.0,73.0,73.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『香橙』19枝香槟玫瑰礼盒鲜花送女友朋友七夕礼物送闺蜜送亲人原价258.0元现价188.0元/门店新客立减3.0元	,否,未回复,,0.00分,0.0,,其他	,0
291,	20200824-20200826,20060700472979596,2020-08-25 16:24:40	,0秒,花生活鲜花（伊馨花坊）	,2006070,上海	,在线支付,订单取消,用户提交订单,否,340.0,241.9,0.1,137.0,热销专区づ———	,『盛夏光年』33枝红玫瑰黑纱花束情人节送女友鲜花店,,QRJ023	,1,338.0,241.9,96.1,96.0,0.1,否,0,0.0,0.0,2.0,是,满39.9元赠精美贺卡（可写祝福语）*1/用户使用了会员红包减8.1元/购买『盛夏光年』33枝红玫瑰黑纱花束七夕情人节送女友鲜花店原价338.0元现价258.0元/门店新客立减3.0元/减配送费2.0元/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,0
292,	20200824-20200826,20060702474991043,2020-08-25 16:27:30	,0秒,花生活鲜花（伊馨花坊）	,2006070,上海	,在线支付,订单取消,用户提交订单,否,498.0,186.0,0.0,351.0,约惠七夕19枝	,『国色天香』19枝红玫瑰精致抱抱通七夕情人节礼物鲜花店,,TH009	,1,498.0,186.0,312.0,312.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『国色天香』19枝红玫瑰精致抱抱通七夕情人节礼物鲜花店原价498.0元现价189.0元/门店新客立减3.0元	,否,未回复,,0.00分,0.0,,其他	,0
294,	20200824-20200826,20060703403255763,2020-08-25 20:19:05	,0秒,花生活鲜花（伊馨花坊）	,2006070,上海	,在线支付,订单取消,用户提交订单,否,168.0,165.0,0.0,42.0,活动专区づ———	,『一吻便救一个人』11枝红玫瑰尤加利花束520情人节礼物鲜花,,QRJYR02	,1,168.0,165.0,3.0,3.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/门店新客立减3.0元	,否,未回复,,0.00分,0.0,,其他	,0
295,	20200824-20200826,20060703022998726,2020-08-25 20:24:15	,0秒,花生活鲜花（伊馨花坊）	,2006070,上海	,在线支付,订单取消,用户提交订单,否,298.0,176.0,0.0,161.0,约惠七夕11枝	,『情投意合』11枝红玫瑰搭配尤加利花束七夕情人节礼物鲜花店,,TH002	,1,298.0,176.0,122.0,122.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『情投意合』11枝红玫瑰搭配尤加利花束七夕情人节礼物鲜花店原价298.0元现价179.0元/门店新客立减3.0元	,否,未回复,,0.00分,0.0,,其他	,0
296,	20200824-20200826,20060701069511785,2020-08-25 13:51:22	,0秒,花生活鲜花（伊馨花坊）	,2006070,上海	,在线支付,订单取消,用户提交订单,否,138.0,130.0,0.0,47.0,生日快乐づ———	,『恩重如山』5枝向日葵花束 教师节礼物 送老师,,EZRS08	,1,138.0,130.0,8.0,8.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/门店新客立减3.0元/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,0
297,	20200824-20200826,20060703892506751,2020-08-25 11:47:33	,0秒,花生活鲜花（伊馨花坊）	,2006070,上海	,在线支付,订单取消,用户提交订单,否,198.0,150.0,0.0,87.0,店长推荐づ——	,『沉鱼落雁』11枝红玫瑰搭配尤加利礼盒520送女友情人节鲜花,,ZMM002	,1,198.0,150.0,48.0,48.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『沉鱼落雁』11枝红玫瑰搭配尤加利礼盒七夕礼物情人节鲜花原价198.0元现价158.0元/门店新客立减3.0元/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,0
298,	20200824-20200826,20060700026515543,2020-08-25 12:32:14	,0秒,花生活鲜花（伊馨花坊）	,2006070,上海	,在线支付,订单取消,用户提交订单,否,278.0,265.0,5.0,47.0,手提花篮づ———	,『纯纯的爱』玛丽亚混搭绣球鲜花花篮 送情人 送闺蜜,,LWASD	,1,278.0,265.0,13.0,8.0,5.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/用户使用了会员红包减5元/门店新客立减3.0元/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,0
301,	20200824-20200826,20060702742513103,2020-08-25 16:14:45	,0秒,花生活鲜花（伊馨花坊）	,2006070,上海	,在线支付,订单取消,用户提交订单,否,498.0,261.0,0.0,276.0,约惠七夕33枝	,『甘棠之爱』33枝红玫瑰搭配尤加利韩式花束七夕情人节礼物鲜花,,ZMM005	,1,498.0,261.0,237.0,237.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『甘棠之爱』33枝红玫瑰搭配尤加利韩式花束七夕情人节礼物鲜花原价498.0元现价269.0元/门店新客立减3.0元/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,0
302,	20200824-20200826,20198071269807160,2020-08-24 20:32:15	,0秒,花生活鲜花（爱荷花坊）	,2019807,厦门	,在线支付,订单取消,用户提交订单,是,598.0,239.0,2.0,396.0,约惠七夕33枝	,『魂牵梦萦』33枝红玫瑰搭配尤加利抱抱通七夕情人节礼物鲜花店,,XH010	,1,598.0,239.0,359.0,357.0,2.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/用户使用了支付红包减2元/购买『魂牵梦萦』33枝红玫瑰搭配尤加利抱抱通七夕情人节礼物鲜花店原价598.0元现价249.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,0
303,	20200824-20200826,20198073049752078,2020-08-24 20:46:27	,0秒,花生活鲜花（爱荷花坊）	,2019807,厦门	,在线支付,订单取消,用户提交订单,是,598.0,229.0,2.0,406.0,约惠七夕33枝	,『红艳欲滴』33枝红玫瑰搭配满天星花束七夕情人节礼物鲜花店,,QRJ009	,1,598.0,229.0,369.0,367.0,2.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/用户使用了支付红包减2元/购买『红艳欲滴』33枝红玫瑰搭配满天星花束七夕情人节礼物鲜花店原价598.0元现价239.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,0
305,	20200824-20200826,20198070408368023,2020-08-25 08:47:13	,0秒,花生活鲜花（爱荷花坊）	,2019807,厦门	,在线支付,订单取消,用户提交订单,否,158.0,105.0,0.0,92.0,生日快乐づ———	,『爱如潮水』11枝红玫瑰花束情人节爆款送女友鲜花店,,MFKSM2	,1,158.0,105.0,53.0,53.0,0.0,否,0,0.0,0.0,0.0,是,满100.0元减50.0元/满39.9元赠精美贺卡（可写祝福语）*1/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,0
306,	20200824-20200826,20198073470084206,2020-08-25 09:40:11	,0秒,花生活鲜花（爱荷花坊）	,2019807,厦门	,在线支付,订单取消,用户提交订单,否,399.0,196.0,0.0,242.0,约惠七夕19枝	,『眉目传情』19枝粉玫瑰搭配尤加利精致礼盒七夕情人节礼物鲜花,,38007	,1,399.0,196.0,203.0,203.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『眉目传情』19枝粉玫瑰搭配尤加利精致礼盒七夕情人节礼物鲜花原价399.0元现价199.0元/门店新客立减3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,0
307,	20200824-20200826,20198072386186755,2020-08-25 09:58:13	,0秒,花生活鲜花（爱荷花坊）	,2019807,厦门	,在线支付,订单取消,用户提交订单,否,348.0,121.0,10.0,256.0,活动专区づ———	,『情有独钟』11枝红玫瑰鲜花礼盒七夕情人节送女友表白礼物,,ASD12354	,1,348.0,121.0,227.0,217.0,10.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/用户使用了支付红包减10元/购买『情有独钟』11枝红玫瑰鲜花礼盒七夕情人节送女友表白礼物原价348.0元现价139.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,0
308,	20200824-20200826,20198071795091754,2020-08-25 11:00:45	,739秒,花生活鲜花（爱荷花坊）	,2019807,厦门	,在线支付,订单取消,用户提交订单,否,158.0,100.0,0.0,97.0,生日快乐づ———	,『爱如潮水』11枝红玫瑰花束情人节爆款送女友鲜花店,,MFKSM2	,1,158.0,100.0,58.0,58.0,0.0,否,0,0.0,0.0,0.0,是,满100.0元减50.0元/满39.9元赠精美贺卡（可写祝福语）*1/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,是,未回复,,0.00分,0.0,,其他	,739
309,	20200824-20200826,20198071677285159,2020-08-25 11:09:44	,0秒,花生活鲜花（爱荷花坊）	,2019807,厦门	,在线支付,订单取消,用户提交订单,否,158.0,95.0,5.0,97.0,生日快乐づ———	,『爱如潮水』11枝红玫瑰花束情人节爆款送女友鲜花店,,MFKSM2	,1,158.0,95.0,63.0,58.0,5.0,否,0,0.0,0.0,0.0,是,满100.0元减50.0元/满39.9元赠精美贺卡（可写祝福语）*1/用户使用了会员红包减5元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,0
310,	20200824-20200826,20198072141837702,2020-08-25 11:30:40	,44秒,花生活鲜花（爱荷花坊）	,2019807,厦门	,在线支付,订单取消,用户提交订单,否,158.0,95.0,5.0,97.0,生日快乐づ———	,『爱如潮水』11枝红玫瑰花束情人节爆款送女友鲜花店,,MFKSM2	,1,158.0,95.0,63.0,58.0,5.0,否,0,0.0,0.0,0.0,是,满100.0元减50.0元/满39.9元赠精美贺卡（可写祝福语）*1/用户使用了会员红包减5元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,是,未回复,,0.00分,0.0,,其他	,44
311,	20200824-20200826,20198071300204059,2020-08-25 11:38:54	,0秒,花生活鲜花（爱荷花坊）	,2019807,厦门	,在线支付,订单取消,用户提交订单,否,168.0,110.0,0.0,97.0,活动专区づ———	,『一吻便救一个人』11枝红玫瑰尤加利花束520情人节礼物鲜花,,QRJYR02	,1,168.0,110.0,58.0,58.0,0.0,否,0,0.0,0.0,0.0,是,满100.0元减50.0元/满39.9元赠精美贺卡（可写祝福语）*1/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,0
312,	20200824-20200826,20198070358768070,2020-08-25 11:45:16	,0秒,花生活鲜花（爱荷花坊）	,2019807,厦门	,在线支付,订单取消,用户提交订单,否,298.0,171.0,0.0,166.0,约惠七夕11枝	,『情投意合』11枝红玫瑰搭配尤加利花束七夕情人节礼物鲜花店,,TH002	,1,298.0,171.0,127.0,127.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『情投意合』11枝红玫瑰搭配尤加利花束七夕情人节礼物鲜花店原价298.0元现价179.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,0
313,	20200824-20200826,20198073382704585,2020-08-25 11:28:00	,191秒,花生活鲜花（爱荷花坊）	,2019807,厦门	,在线支付,订单取消,用户提交订单,否,168.0,110.0,0.0,97.0,活动专区づ———	,『一吻便救一个人』11枝红玫瑰尤加利花束520情人节礼物鲜花,,QRJYR02	,1,168.0,110.0,58.0,58.0,0.0,否,0,0.0,0.0,0.0,是,满100.0元减50.0元/满39.9元赠精美贺卡（可写祝福语）*1/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,是,未回复,,0.00分,0.0,,其他	,191
351,	20200824-20200826,20452113153966786,2020-08-25 19:29:10	,0秒,花生活鲜花（阳光花坊）	,2045211,南昌	,在线支付,订单取消,用户提交订单,否,193.0,141.0,0.0,91.0,活动专区づ———	,『一吻便救一个人』11枝红玫瑰尤加利花束520情人节礼物鲜花,,QRJYR02	,1,168.0,118.0,50.0,50.0,0.0,否,0,0.0,0.0,25.0,是,满100.0元减50.0元/满39.9元赠精美贺卡（可写祝福语）*1/减配送费2.0元	,否,未回复,,0.00分,0.0,,其他	,0
352,	20200824-20200826,20452111942759482,2020-08-25 19:44:41	,0秒,花生活鲜花（阳光花坊）	,2045211,南昌	,在线支付,订单取消,用户提交订单,否,403.0,173.0,8.0,261.0,约惠七夕19枝	,『风情月意』19枝粉玫瑰搭配尤加利韩式花束七夕情人节礼物鲜花,,38014	,1,399.0,171.0,228.0,220.0,8.0,否,0,0.0,0.0,4.0,是,满39.9元赠精美贺卡（可写祝福语）*1/用户使用了首单支付红包减8元/购买『风情月意』19枝粉玫瑰搭配尤加利韩式花束七夕情人节礼物鲜花原价399.0元现价179.0元/减配送费2.0元	,否,未回复,,0.00分,0.0,,其他	,0
353,	20200824-20200826,20452113075568442,2020-08-25 21:51:24	,0秒,花生活鲜花（阳光花坊）	,2045211,南昌	,在线支付,订单取消,用户提交订单,否,223.0,161.0,5.0,96.0,活动专区づ———	,『爱在心间』11枝黄玫瑰搭配尤加利花束6月花礼送女友鲜花,,,1,198.0,138.0,60.0,55.0,5.0,否,0,0.0,0.0,25.0,是,满100.0元减50.0元/满39.9元赠精美贺卡（可写祝福语）*1/用户使用了会员红包减5元/减配送费2.0元/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,0
361,	20200824-20200826,20452112474991043,2020-08-25 17:17:17	,28秒,花生活鲜花（阳光花坊）	,2045211,南昌	,在线支付,订单取消,用户提交订单,否,211.9,99.9,5.0,146.0,生日快乐づ———	,『爱如潮水』11枝红玫瑰花束情人节爆款送女友鲜花店,,MFKSM2	,1,158.0,74.4,83.6,79.8,3.8,否,0,0.0,0.0,4.0,是,满200.0元减100.0元/满39.9元赠精美贺卡（可写祝福语）*1/用户使用了会员红包减5元/减配送费2.0元/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,28
362,	20200824-20200826,20452112474991043,2020-08-25 17:17:17	,28秒,花生活鲜花（阳光花坊）	,2045211,南昌	,在线支付,订单取消,用户提交订单,否,211.9,99.9,5.0,146.0,向日葵花づ———	,『特价优惠』一枝向日葵搭配雏菊韩式花束特价款,,,1,49.9,23.5,26.4,25.2,1.2,否,0,0.0,0.0,4.0,是,满200.0元减100.0元/满39.9元赠精美贺卡（可写祝福语）*1/用户使用了会员红包减5元/减配送费2.0元/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,28
364,	20200824-20200826,20452110312975728,2020-08-25 16:03:40	,0秒,花生活鲜花（阳光花坊）	,2045211,南昌	,在线支付,订单取消,用户提交订单,否,623.0,381.0,0.0,281.0,约惠七夕33枝	,『一心一意』IOU红玫瑰高端礼盒七夕情人节礼物鲜花店,,XH013	,1,598.0,358.0,240.0,240.0,0.0,否,0,0.0,0.0,25.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『一心一意』IOU红玫瑰高端礼盒七夕情人节礼物鲜花店原价598.0元现价358.0元/减配送费2.0元	,否,未回复,,0.00分,0.0,,其他	,0
366,	20200824-20200826,20684510408368023,2020-08-25 07:00:31	,0秒,花生活鲜花（花语人生）	,2068451,厦门	,在线支付,订单取消,用户提交订单,否,498.0,151.0,0.0,386.0,约惠七夕19枝	,『国色天香』19枝红玫瑰精致抱抱通七夕情人节礼物鲜花店,,TH009	,1,498.0,151.0,347.0,347.0,0.0,否,0,0.0,0.0,0.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『国色天香』19枝红玫瑰精致抱抱通七夕情人节礼物鲜花店原价498.0元现价159.0元/门店新客立减3.0元/送3元商家代金券/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,0
367,	20200824-20200826,20684513470084206,2020-08-25 10:45:51	,70秒,花生活鲜花（花语人生）	,2068451,厦门	,在线支付,订单取消,用户提交订单,否,162.0,162.0,0.0,0.0,生日快乐づ———	,『岁月如歌』3枝向日葵搭配桔梗花束 送老师 情人节礼物,,SYRG06	,1,158.0,158.0,0.0,0.0,0.0,否,0,0.0,0.0,4.0,否,,否,未回复,,0.00分,0.0,,其他	,70
370,	20200824-20200826,20684512141837702,2020-08-25 12:45:58	,0秒,花生活鲜花（花语人生）	,2068451,厦门	,在线支付,订单取消,用户提交订单,否,309.0,128.0,0.0,220.0,约惠七夕11枝	,『纸短情长』11枝粉玫瑰搭配尤加礼盒七夕情人节礼物鲜花店,,YC001	,1,299.0,121.0,178.0,178.0,0.0,否,0,0.0,0.0,10.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『纸短情长』11枝粉玫瑰搭配尤加礼盒七夕情人节礼物鲜花店原价299.0元现价129.0元/门店新客立减3.0元/减配送费3.0元/送3元商家代金券/用户使用了商家代金券减5元	,否,未回复,,0.00分,0.0,,其他	,0
372,	20200824-20200826,20684514016847411,2020-08-25 13:38:40	,155秒,花生活鲜花（花语人生）	,2068451,厦门	,在线支付,订单取消,用户提交订单,否,371.0,146.0,0.0,264.0,约惠七夕19枝	,『艳丽动人』19枝红玫瑰搭配桔梗韩式花束七夕情人节礼物鲜花店,,Z0015	,1,369.0,146.0,223.0,223.0,0.0,否,0,0.0,0.0,2.0,是,满39.9元赠精美贺卡（可写祝福语）*1/购买『艳丽动人』19枝红玫瑰搭配桔梗韩式花束七夕情人节礼物鲜花店原价369.0元现价149.0元/门店新客立减3.0元/减配送费3.0元/送3元商家代金券	,否,未回复,,0.00分,0.0,,其他	,155
