商户ID,门店名称,品牌名称,服务质量,教师节总订单,七夕总订单,教师节取消订单率,七夕取消订单率,教师节非异订单率,七夕非异订单率,最大小时接单量,12月24日20分钟最大接单量（测算参考值）,12月31日20分钟最大接单量（测算参考值）,12月24日订单量预估,12月25日-1月1日预估（该段时间内均按照此阈值限定）,12月24日（N单/每20分钟）,12月25日-1月1日（N单/每20分钟）,体检分
8435950,花生活鲜花（玫瑰之约）,花生活,红色预警,1,10,0,0.6,0,0.5,3,2,2,7,4,,,58
9754988,洁子花店,花生活,橙色预警,1,4,0.5,0,0,0.25,3,2,2,2.8,2,,,63
9810231,荔枝花艺馆鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,4,,0,0,0,0,无,2,2,,,,,64
10078498,陌上花开鲜花店（表白花·生日花·开业花篮·聊城店）,花生活,0,,,0,0,0,0,无,2,2,,,,,71
10217450,花之缘鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,63
9855480,百合鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,4,,0,0,0,0,无,2,2,,,,,86
10146134,七色花坊鲜花店,花生活,0,,,0,0,0,0,无,2,2,,,,,61
10217449,蒲花鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,67
9843483,日日鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,6,,0.333333333,0,0,0,无,2,2,,,,,84
10217452,初心花坊鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,69
9803789,花艺生活馆鲜花店（表白花·生日花·结婚花·开业花篮·绵阳店）,花生活,0,0,,1,0,0,0,无,2,2,,,,,59
9981553,钟情是你花艺鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,60
10233167,芳缘花艺（表白花·生日花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,60
9864045,fashion鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,13,,0,0,0,0,无,2,2,,,,,83
9923836,心语鲜花鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,6,,0.4,0,0.4,0,无,2,2,,,,,67
10044331,花未眠鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,75
10050489,花艺学院鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,69
10078501,幸福驿站鲜花（表白花，生日花，结婚花）,花生活,0,,,0,0,0,0,无,2,2,,,,,73
9909738,御技花匠鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,2,,0,0,0,0,无,2,2,,,,,88
10165734,遇花缘园艺鲜花店（表白花，生日花，告白花）,花生活,0,,,0,0,0,0,无,2,2,,,,,69
10093382,七彩花坊鲜花店（告白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,69
9855476,艺轩鲜花花艺盆景店（表白花·生日花·结婚花·开业花篮）,花生活,0,16,,0.333333333,0,0.222222222,0,无,2,2,,,,,73
9848058,馨芳鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,12,,0.230769231,0,0.153846154,0,无,2,2,,,,,86
9863451,向日葵花艺鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,3,,0,0,0,0,无,2,2,,,,,87
9932365,花创花艺鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,9,,0,0,0,0,无,2,2,,,,,86
9863531,爱心花店鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,6,,0,0,0,0,无,2,2,,,,,79
10057475,倾心花坊鲜花店（告白花·生日花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,71
9991356,焱域花坊鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,81
10080195,爱络批发零售鲜花（表白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,77
9860364,与甜花艺生活馆（表白花·生日花·结婚花·开业花篮·鲜花店）,花生活,0,0,,0,0,0,0,无,2,2,,,,,63
10106225,洋洋花艺鲜花店（表白花，生日花）,花生活,0,,,0,0,0,0,无,2,2,,,,,61
9855479,非爱不可鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,76
9863533,花雅鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,1,,0,0,0,0,无,2,2,,,,,57
10139326,掌上花店（表白花·生日花·结婚花·开业花篮·鲜花店）,花生活,0,,,0,0,0,0,无,2,2,,,,,73
9932364,遇花缘花艺鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,6,,0,0,0,0,无,2,2,,,,,88
10217445,雨泽花店（鲜花·表白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,68
10139319,艺苑鲜花店（表白花，生日花）,花生活,0,,,0,0,0,0,无,2,2,,,,,76
10172705,蝶恋花轩鲜花店（表白花，生日花）,花生活,0,,,0,0,0,0,无,2,2,,,,,79
10106220,自然呈美鲜花店（表白花，道歉花，生日花）,花生活,0,,,0,0,0,0,无,2,2,,,,,65
10028248,陌上花开鲜花店（表白花·生日花·开业花篮·阿克苏店）,花生活,0,,,0,0,0,0,无,2,2,,,,,65
10165731,花续,花生活,0,,,0,0,0,0,无,2,2,,,,,64
10092845,七彩花卉（绵阳婚礼鲜花开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,68
9851361,琪琪花店（鲜花·表白花·生日花·结婚花·开业花篮）,花生活,0,1,,0,0,0,0,无,2,2,,,,,69
9897912,现代花店（鲜花·表白花·生日花·结婚花·开业花篮）,花生活,0,5,,0,0,0,0,无,2,2,,,,,86
9852793,浮生花事鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,8,,0,0,0,0,无,2,2,,,,,88
9923832,法式花艺鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,4,,0.4,0,0.2,0,无,2,2,,,,,75
10044448,花生活时尚花艺坊,花生活,0,,,0,0,0,0,无,2,2,,,,,59
9892777,伊人花店鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,3,,0,0,0,0,无,2,2,,,,,72
9890083,花甜时间鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,1,,0,0,0,0,无,2,2,,,,,84
9909741,钟情花坊鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,7,,0,0,0,0,无,2,2,,,,,84
10078496,可欣鲜花店（告白花·生日花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,75
9888100,火凤凰鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,0,,0,0,0,0,无,2,2,,,,,71
10093641,尤加利花店（告白鲜花·生日花·结婚花）,花生活,0,,,0,0,0,0,无,2,2,,,,,76
9932661,花仙子鲜花店（小河店·表白花·生日花·开业花篮）,花生活,0,6,,0,0,0,0,无,2,2,,,,,86
9800806,小怪兽花艺婚庆（表白花·生日花·结婚花·开业花篮·鲜花店）,花生活,0,5,,0.333333333,0,0,0,无,2,2,,,,,76
9981555,鲜花绿植鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,76
10064635,世纪花行鲜花店（告白花·生日花·结婚花）,花生活,0,,,0,0,0,0,无,2,2,,,,,75
9909740,禾朵花艺鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,1,,0,0,0,0,无,2,2,,,,,76
10186578,等你花屋鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,72
10186575,芳香花艺馆（鲜花，生日，花店）,花生活,0,,,0,0,0,0,无,2,2,,,,,65
9927448,娜时花开鲜花店（表白花·生日花·结婚花·开业花篮·上饶店）,花生活,0,,,0,0,0,0,无,2,2,,,,,57
9863529,花语容花艺鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,5,,0.5,0,0.5,0,无,2,2,,,,,81
10106714,花之雨花艺坊鲜花店（表白花，生日花）,花生活,0,,,0,0,0,0,无,2,2,,,,,77
9981554,金滢花园鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,68
10106219,花花小姐鲜花店（表白花，生日花）,花生活,0,,,0,0,0,0,无,2,2,,,,,72
9987331,花曦花艺鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,65
10031937,花花草草鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,64
10039907,岭林花艺园鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,69
9978872,伊恋花艺鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,63
9893101,花仙花坊鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,0,,0,0,0,0,无,2,2,,,,,83
10217447,花田喜部鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,75
10093403,碧阳花仙子鲜花店（表白花，道歉花，生日花）,花生活,0,,,0,0,0,0,无,2,2,,,,,66
10139328,宜州鲜花批发鲜花店（表白花，生日花）,花生活,0,,,0,0,0,0,无,2,2,,,,,70
10078499,美诗尼花艺鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,75
10003376,百花苑花艺馆鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,57
10139331,花语驿站鲜花店（表白花，生日花）,花生活,0,,,0,0,0,0,无,2,2,,,,,75
9803686,拾间花艺（表白花·生日花·结婚花·开业花篮·鲜花店）,花生活,0,12,,0,0,0.111111111,0,无,2,2,,,,,84
10237758,十月花坊鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,74
10217451,告白花艺鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,77
10139323,格艺鲜花店（表白花，生日花）,花生活,0,,,0,0,0,0,无,2,2,,,,,76
9851360,真爱花店（鲜花·表白花·生日花·结婚花·开业花篮）,花生活,0,1,,0,0,0,0,无,2,2,,,,,73
9967539,欣欣花艺鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,67
9851462,时光花田鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,5,,0,0,0,0,无,2,2,,,,,73
10031939,弗洛拉花艺鲜花店（告白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,73
10139320,MINEFUN鲜花店（表白花，生日花）,花生活,0,,,0,0,0,0,无,2,2,,,,,69
9923834,太阳红花店鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,58
10008407,相约玫瑰鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,73
10166884,水天需鲜花（表白花·生日花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,65
10057474,Moon花礼订制鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,63
9884923,鲜花店（表白花·生日花·结婚花·开业花篮·襄阳店）,花生活,0,1,,0,0,0,0,无,2,2,,,,,69
9892781,一朵花艺生活馆鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,2,,0.333333333,0,0,0,无,2,2,,,,,64
9918328,鲜花坊鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,4,,0,0,0,0,无,2,2,,,,,86
10044388,花王鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,76
9810229,花生活鲜花店（生日花·开业花篮）,花生活,0,2,,0,0,0,0,无,2,2,,,,,71
10186572,那时花开鲜花店（表白花，生日花）,花生活,0,,,0,0,0,0,无,2,2,,,,,74
9805473,生如夏花鲜花店（表白花·生日花·结婚花·开业花篮·杭州店）,花生活,0,4,,0,0,0,0,无,2,2,,,,,76
9987140,圆梦花行鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,76
10188018,奇缘鲜花礼品店鲜花店（表白花，生日花）,花生活,0,,,0,0,0,0,无,2,2,,,,,67
9803682,温馨花店（鲜花·表白花·生日花·结婚花·开业花篮）,花生活,0,0,,0,0,0,0,无,2,2,,,,,61
10078497,锦绣园花坊,花生活,0,,,0,0,0,0,无,2,2,,,,,72
9775254,花品飘香（表白花·生日花·结婚花·开业花篮·鲜花店）,花生活,0,3,,0.5,0,0.166666667,0,无,2,2,,,,,73
10031941,花诗集鲜花店（告白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,73
10188450,花千谷（表白花·生日花·结婚花·开业花篮·鲜花店）,花生活,0,,,0,0,0,0,无,2,2,,,,,68
10057477,橄榄树花店（表白花·生日花·鲜花店）,花生活,0,,,0,0,0,0,无,2,2,,,,,61
10106221,花町鲜花店（告白花，道歉花，生日花）,花生活,0,,,0,0,0,0,无,2,2,,,,,71
10188133,饰爱花坊鲜花店（表白花，生日花）,花生活,0,,,0,0,0,0,无,2,2,,,,,68
10057983,天天香花店（表白花·生日花·开业花篮·鲜花店）,花生活,0,,,0,0,0,0,无,2,2,,,,,53
10060202,小花坊鲜花店（告白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,71
10078500,绿意空间鲜花店（表白花，生日花，道歉花）,花生活,0,,,0,0,0,0,无,2,2,,,,,68
10092844,花之韵鲜花店（表白花·生日花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,63
9863718,棒棒堂花艺鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,1,,0,0,0,0,无,2,2,,,,,74
10007536,百盛花艺鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,63
9922533,花仙子鲜花店（茌平店·表白花·生日花）,花生活,0,0,,0,0,0,0,无,2,2,,,,,61
10015857,思语花行鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,61
10107779,湖都花店（鲜花·表白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,71
10140021,慕慕花艺鲜花店（表白花，生日花）,花生活,0,,,0,0,0,0,无,2,2,,,,,68
9932368,欣欣鲜花庆典鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,1,,0,0,0,0,无,2,2,,,,,62
10050492,卡维拉花艺鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,76
10273632,先花店（表白花·生日花·鲜花店）,花生活,0,,,0,0,0,0,无,2,2,,,,,67
10165738,宝欢花术鲜花店（表白花，生日花）,花生活,0,,,0,0,0,0,无,2,2,,,,,59
9841965,琥珀唯美婚庆（表白花·生日花·结婚花·开业花篮·鲜花店）,花生活,0,1,,0,0,0,0,无,2,2,,,,,72
10195849,美辰花艺婚庆策划鲜花店（告白花，生日花）,花生活,0,,,0,0,0,0,无,2,2,,,,,62
10032537,转角花坊鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,57
9932369,她的花店鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,77
9855477,花言巧语鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,0,,0,0,0,0,无,2,2,,,,,66
10165739,爱尚花坊（表白花·生日花·结婚花·开业花篮·鲜花店）,花生活,0,,,0,0,0,0,无,2,2,,,,,61
9878926,鲜花店（表白花·生日花·结婚花·开业花篮·北京店）,花生活,0,1,,0.5,0,0.5,0,无,2,2,,,,,65
10338407,丹姐鲜花店（表白花·生日花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,72
10139327,蘭亭花艺鲜花店（表白花，生日花）,花生活,0,,,0,0,0,0,无,2,2,,,,,69
10106224,一花一匠鲜花店（表白花，生日花）,花生活,0,,,0,0,0,0,无,2,2,,,,,64
10079644,最初花坊鲜花店（表白花·生日花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,63
10139318,阳光花店鲜花（表白花，生日花）,花生活,0,,,0,0,0,0,无,2,2,,,,,75
9892779,LiSa花艺鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,3,,0,0,0,0,无,2,2,,,,,66
9923830,紫茂婚庆鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,1,,1,0,1,0,无,2,2,,,,,61
9852010,丽君花卉（表白花·生日花·结婚花·开业花篮·鲜花店）,花生活,0,0,,0,0,0,0,无,2,2,,,,,57
9878843,阳光花雨（桂林开业花篮婚礼鲜花）,花生活,0,4,,0,0,0,0,无,2,2,,,,,75
10165730,伊人花艺鲜花店（表白花，生日花）,花生活,0,,,0,0,0,0,无,2,2,,,,,74
9909744,等你花舍鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,4,,0.9,0,0.7,0,无,2,2,,,,,60
10186570,沐雅花坊鲜花店（告白花，生日花）,花生活,0,,,0,0,0,0,无,2,2,,,,,64
10165735,花橱花艺鲜花店（表白花，生日花）,花生活,0,,,0,0,0,0,无,2,2,,,,,70
9803684,花印象花店（鲜花·表白花·生日花·结婚花·开业花篮）,花生活,0,2,,0.5,0,0.5,0,无,2,2,,,,,59
9909739,1314花艺馆鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,8,,0,0,0,0,无,2,2,,,,,88
10050488,南巷花开鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,,,0,0,0,0,无,2,2,,,,,59
10273633,兰韵花店（表白花·生日花·鲜花店）,花生活,0,,,0,0,0,0,无,2,2,,,,,66
9892773,金玫瑰鲜花店（表白花·生日花·结婚花·开业花篮）,花生活,0,1,,0,0,0,0,无,2,2,,,,,75
